u.nom_usuario;m.tit_musica;r.nota_avaliacao;r.data_avaliacao
[Alexandre Cunha];[Four Sticks];9;2021-11-24
[Alexandre Cunha];[Free Four];9;2023-11-23
[Alexandre Cunha];[Freestyle 4];5;2025-08-06
[Alexandre Cunha];[Freightliner];5;2021-09-12
[Alexandre Cunha];[Friends];5;2023-08-13
[Alexandre Cunha];[Friends Will Be Friends];5;2020-11-19
[Alexandre Cunha];[Frozen];9;2025-10-01
[Alexandre Cunha];[Fuck Me Pumps];6;2025-04-21
[Alexandre Cunha];[Future Days];6;2022-02-27
[Alexandre Cunha];[Futureal];8;2024-03-12
[Alexandre Cunha];[Gallows Pole];7;2021-09-11
[Alexandre Cunha];[Gang Bang];10;2021-05-16
[Alexandre Cunha];[Garden];5;2023-04-04
[Alexandre Cunha];[Garden of Eden];5;2022-01-05
[Alexandre Cunha];[Gas Panic!];5;2020-08-02
[Alexandre Cunha];[Get A Grip];9;2022-01-15
[Alexandre Cunha];[Get Em High];6;2023-09-04
[Alexandre Cunha];[Get It While You Can];5;2024-04-24
[Alexandre Cunha];[Get Me Bodied];8;2021-08-08
[Alexandre Cunha];[Get Some];9;2021-10-04
[Alexandre Cunha];[Get Up];8;2021-02-08
[Alexandre Cunha];[Get Up Offa That Thing];5;2024-05-23
[Alexandre Cunha];[Get on the Floor];7;2022-07-05
[Alexandre Cunha];[Getaway];9;2023-01-25
[Alexandre Cunha];[Ghetto Woman];10;2024-10-26
[Alexandre Cunha];[Ghost of the Navigator];5;2023-06-01
[Alexandre Cunha];[Gimme Gimme Shock Treatment];5;2020-10-25
[Alexandre Cunha];[Gimme! Gimme! Gimme! (A Man After Midnight)];5;2023-11-16
[Alexandre Cunha];[Girlfriend];5;2025-02-23
[Alexandre Cunha];[Girls Got Rhythm];5;2024-06-06
[Alexandre Cunha];[Girls on Film];6;2020-10-05
[Alexandre Cunha];[Give It Up Or Turnit A Loose];5;2025-11-04
[Alexandre Cunha];[Give It a Try];5;2021-02-08
[Alexandre Cunha];[Give Me Strength];8;2022-07-26
[Alexandre Cunha];[Give Up the Ghost];8;2023-09-05
[Alexandre Cunha];[Give in to Me];7;2020-09-14
[Alexandre Cunha];[Glam];6;2023-08-30
[Alexandre Cunha];[Glasgow];9;2023-04-02
[Alexandre Cunha];[Glass of Water];5;2025-10-02
[Alexandre Cunha];[Go On];8;2023-04-11
[Alexandre Cunha];[Go to Sleep];5;2024-05-31
[Alexandre Cunha];[God Put a Smile Upon Your Face];10;2025-10-15
[Alexandre Cunha];[Gods & Monsters];5;2024-06-20
[Alexandre Cunha];[Gods' Dice];5;2024-02-15
[Alexandre Cunha];[Goin' Blind];5;2021-06-02
[Alexandre Cunha];[Going];7;2024-02-06
[Alexandre Cunha];[Going to California];7;2024-09-11
[Alexandre Cunha];[Gold Digger];10;2023-06-03
[Alexandre Cunha];[Gone Fishin'];5;2023-06-03
[Alexandre Cunha];[Good Good Lovin'];8;2023-08-23
[Alexandre Cunha];[Goodbye Cruel World];5;2023-05-18
[Alexandre Cunha];[Goodbye to Romance];10;2023-01-14
[Alexandre Cunha];[Got Dynamite];5;2023-08-28
[Alexandre Cunha];[Got Some];8;2021-12-08
[Alexandre Cunha];[Got To Be There];8;2023-08-08
[Alexandre Cunha];[Gotta Love It];9;2020-09-28
[Alexandre Cunha];[Gotta Serve Somebody];10;2020-08-28
[Alexandre Cunha];[Grab Thy Hand];6;2024-04-14
[Alexandre Cunha];[Graceland];10;2023-03-02
[Alexandre Cunha];[Green Disease];10;2024-07-16
[Alexandre Cunha];[Green Eyes];7;2023-04-19
[Alexandre Cunha];[Guajira];10;2022-07-13
[Alexandre Cunha];[Guilt Trip];8;2022-10-08
[Alexandre Cunha];[Gumboots];8;2021-11-07
[Alexandre Cunha];[Gypsy Eyes];5;2023-06-07
[Alexandre Cunha];[Half Time];5;2024-08-15
[Alexandre Cunha];[Hallo Spaceboy];5;2023-07-26
[Alexandre Cunha];[Hallowed Be Thy Name];5;2021-07-25
[Alexandre Cunha];[Hamburg Song];5;2025-06-17
[Alexandre Cunha];[Hand in Hand];5;2023-01-03
[Alexandre Cunha];[Handbags & Gladrags];5;2025-11-24
[Alexandre Cunha];[Hands On];10;2022-07-08
[Alexandre Cunha];[Hangman Jury];10;2022-02-19
[Alexandre Cunha];[Hard];8;2024-07-21
[Alexandre Cunha];[Hard Headed Woman];5;2022-06-28
[Alexandre Cunha];[Hard To Imagine];5;2024-11-09
[Alexandre Cunha];[Harlem's Nocturne];8;2023-05-06
[Alexandre Cunha];[Harvester of Sorrow];5;2022-06-03
[Alexandre Cunha];[Hate That I Love You];7;2025-05-09
[Alexandre Cunha];[Havana Affair];5;2024-01-16
[Alexandre Cunha];[Have You Ever Seen The Rain];9;2025-09-25
[Alexandre Cunha];[Have a Cigar];5;2023-12-06
[Alexandre Cunha];[He Can Only Hold Her];5;2021-08-17
[Alexandre Cunha];[He Wasn't];5;2023-09-30
[Alexandre Cunha];[Head Above Water];9;2023-11-20
[Alexandre Cunha];[Head Over Heels];9;2023-11-25
[Alexandre Cunha];[Headlong];10;2022-03-09
[Alexandre Cunha];[Heal Me];5;2022-06-19
[Alexandre Cunha];[Heal the World];7;2024-06-13
[Alexandre Cunha];[Hear Me Now];8;2022-08-27
[Alexandre Cunha];[Heard 'Em Say];5;2023-06-29
[Alexandre Cunha];[Heart Attack];10;2020-08-05
[Alexandre Cunha];[Heart-Shaped Box];7;2025-09-10
[Alexandre Cunha];[Heartbreak Hotel];10;2022-01-16
[Alexandre Cunha];[Heartbreaker];5;2025-04-08
[Alexandre Cunha];[Heathen (The Rays)];5;2024-04-21
[Alexandre Cunha];[Heaven Can Wait];6;2025-05-06
[Alexandre Cunha];[Heaven's On Fire];8;2023-02-05
[Alexandre Cunha];[Hell Hound on My Trail];5;2024-09-30
[Alexandre Cunha];[Hello Old Friend];5;2020-12-28
[Alexandre Cunha];[Hellraiser];5;2025-12-19
[Alexandre Cunha];[Help Is Round the Corner];5;2024-05-27
[Alexandre Cunha];[Help The Poor];5;2022-08-05
[Alexandre Cunha];[Help Yourself];5;2023-11-13
[Alexandre Cunha];[Helpless];5;2023-07-01
[Alexandre Cunha];[Here Comes The Rain Again];5;2022-08-20
[Alexandre Cunha];[Here Comes the Flood];5;2022-10-28
[Alexandre Cunha];[Here Comes the Night];5;2020-08-20
[Alexandre Cunha];[Here Comes the Supernatural Anaesthetist];5;2024-03-10
[Alexandre Cunha];[Here Today];5;2022-10-05
[Alexandre Cunha];[Hero of the Day];5;2025-02-17
[Alexandre Cunha];[Hey Hey Hey];5;2024-05-28
[Alexandre Cunha];[Hey Hey What Can I Do];5;2022-11-18
[Alexandre Cunha];[Hey Now!];8;2026-01-09
[Alexandre Cunha];[Hey You];5;2023-06-19
[Alexandre Cunha];[High Hopes];6;2021-11-13
[Alexandre Cunha];[High Speed];10;2022-12-01
[Alexandre Cunha];[Higher Ground];7;2022-05-22
[Alexandre Cunha];[Highlights];9;2021-10-16
[Alexandre Cunha];[Highway 51];5;2022-02-12
[Alexandre Cunha];[Highway Chile];5;2026-01-03
[Alexandre Cunha];[Holes To Heaven];5;2021-02-08
[Alexandre Cunha];[Holier Than Thou];10;2023-02-23
[Alexandre Cunha];[Hollow Eyes];10;2021-11-07
[Alexandre Cunha];[Hollywood (Africa)];5;2022-12-21
[Alexandre Cunha];[Holy Smoke];7;2025-05-18
[Alexandre Cunha];[Home Tonight];5;2023-08-01
[Alexandre Cunha];[Home and Dry];5;2021-05-09
[Alexandre Cunha];[Homem Amarelo];5;2025-11-08
[Alexandre Cunha];[Hometown Glory];7;2025-04-04
[Alexandre Cunha];[Hometown Glory (High Contrast remix)];9;2023-07-08
[Alexandre Cunha];[Honey];8;2021-11-30
[Alexandre Cunha];[Honey];5;2022-01-23
[Alexandre Cunha];[Hot];9;2023-10-18
[Alexandre Cunha];[Hot Legs];5;2022-08-06
[Alexandre Cunha];[Hot Pants];8;2020-08-27
[Alexandre Cunha];[Hotter Than Hell];7;2023-03-18
[Alexandre Cunha];[House of Cards];10;2025-06-20
[Alexandre Cunha];[How Deep Is Your Love];10;2023-01-30
[Alexandre Cunha];[How Do You?];6;2020-11-06
[Alexandre Cunha];[How Does It Feel];5;2020-08-11
[Alexandre Cunha];[How High];5;2022-09-06
[Alexandre Cunha];[How Many More Times];10;2021-10-03
[Alexandre Cunha];[How Will I Know];5;2024-08-24
[Alexandre Cunha];[How to Disappear Completely];8;2021-03-15
[Alexandre Cunha];[Human Being];5;2022-06-13
[Alexandre Cunha];[Human Nature];5;2025-05-06
[Alexandre Cunha];[Hunting High and Low];10;2024-07-12
[Alexandre Cunha];[Hurting Each Other];5;2024-03-17
[Alexandre Cunha];[I Am A Wicked Child];5;2025-05-16
[Alexandre Cunha];[I Am Mine];9;2023-08-31
[Alexandre Cunha];[I Believe In Miracles];5;2024-09-29
[Alexandre Cunha];[I Can't Hold Out];5;2024-06-10
[Alexandre Cunha];[I Can't Stop Loving You];6;2022-05-13
[Alexandre Cunha];[I Care];10;2023-03-14
[Alexandre Cunha];[I Deserve It];5;2025-05-11
[Alexandre Cunha];[I Disappear];7;2024-03-15
[Alexandre Cunha];[I Don't Believe You (She Acts Like We Never Have Met)];10;2025-10-21
[Alexandre Cunha];[I Don't Care About You];5;2020-11-19
[Alexandre Cunha];[I Don't Care If the Sun Don't Shine];7;2024-02-09
[Alexandre Cunha];[I Don't Live Today];10;2021-06-18
[Alexandre Cunha];[I Don't Remember];9;2025-02-04
[Alexandre Cunha];[I Don't Wanna Cry];5;2020-11-22
[Alexandre Cunha];[I Don't Wanna Stop];5;2023-01-11
[Alexandre Cunha];[I Don't Want To Change The World];6;2021-02-08
[Alexandre Cunha];[I Feel Love];7;2024-07-13
[Alexandre Cunha];[I Forgot to Remember to Forget];5;2025-03-15
[Alexandre Cunha];[I Get It];7;2020-10-22
[Alexandre Cunha];[I Got You (I Feel Good)];7;2023-03-26
[Alexandre Cunha];[I Grieve];7;2023-01-21
[Alexandre Cunha];[I Have a Dream];5;2025-03-23
[Alexandre Cunha];[I Heard Love Is Blind];6;2022-12-23
[Alexandre Cunha];[I Hope];9;2022-10-29
[Alexandre Cunha];[I Just Can't Stop Loving You];6;2024-07-04
[Alexandre Cunha];[I Love It Loud];5;2022-08-15
[Alexandre Cunha];[I Love the Rain];5;2022-07-06
[Alexandre Cunha];[I Might Be Wrong];5;2023-01-26
[Alexandre Cunha];[I Shall Be Free];6;2020-10-10
[Alexandre Cunha];[I Shall Be Free No. 10];7;2020-10-05
[Alexandre Cunha];[I Shall Be Released];5;2024-04-28
[Alexandre Cunha];[I Started A Joke];5;2025-03-01
[Alexandre Cunha];[I Wanna Be Sedated];5;2023-11-05
[Alexandre Cunha];[I Wanna Be Your Boyfriend];5;2023-12-23
[Alexandre Cunha];[I Wanna Know Why];7;2020-12-29
[Alexandre Cunha];[I Want It All];9;2024-10-31
[Alexandre Cunha];[I Want Tomorrow];5;2022-09-19
[Alexandre Cunha];[I Want You];5;2023-10-17
[Alexandre Cunha];[I Want to Break Free];8;2025-02-20
[Alexandre Cunha];[I Want to Know What Love Is];5;2025-04-24
[Alexandre Cunha];[I Was Made for Lovin' You];5;2024-08-14
[Alexandre Cunha];[I Was on a Mountain];10;2024-05-25
[Alexandre Cunha];[I Was the One];8;2025-06-27
[Alexandre Cunha];[I Will];5;2021-03-05
[Alexandre Cunha];[I Won't Let You Go];5;2021-08-28
[Alexandre Cunha];[I Wouldn't Normally Do This Kind of Thing];7;2023-06-20
[Alexandre Cunha];[I'll Be Lovin' U Long Time];10;2021-06-11
[Alexandre Cunha];[I'll Be There For You];5;2021-07-03
[Alexandre Cunha];[I'll Be Waiting];8;2024-05-18
[Alexandre Cunha];[I'll Be Your Baby Tonight];5;2025-10-23
[Alexandre Cunha];[I'll Fly Away];5;2021-03-20
[Alexandre Cunha];[I'll Go Crazy];10;2023-08-09
[Alexandre Cunha];[I'll Go Crazy If I Don't Go Crazy Tonight];5;2022-12-29
[Alexandre Cunha];[I'll Sleep When I'm Dead];8;2020-11-09
[Alexandre Cunha];[I'll Survive];5;2024-11-06
[Alexandre Cunha];[I'm Coming Out];10;2024-10-14
[Alexandre Cunha];[I'm Down];9;2024-03-20
[Alexandre Cunha];[I'm Gonna Crawl];6;2021-01-12
[Alexandre Cunha];[I'm Gonna Make You Love Me];5;2023-06-15
[Alexandre Cunha];[I'm Still Breathing];8;2023-04-13
[Alexandre Cunha];[I'm Your Baby Tonight];9;2025-12-28
[Alexandre Cunha];[I've Been Waiting for You];5;2024-05-17
[Alexandre Cunha];[I've Got a Crush On You];5;2024-05-12
[Alexandre Cunha];[I've Got the World On a String];5;2022-09-22
[Alexandre Cunha];[I.R.S.];5;2020-11-10
[Alexandre Cunha];[Idiot Wind];10;2024-03-28
[Alexandre Cunha];[Idioteque];10;2022-06-05
[Alexandre Cunha];[If 6 Was 9];6;2020-08-08
[Alexandre Cunha];[If I Ain't Got You];5;2023-08-13
[Alexandre Cunha];[If I Can Dream];5;2026-01-13
[Alexandre Cunha];[If I Can't];9;2021-10-03
[Alexandre Cunha];[If I Could Be Where You Are];7;2025-12-07
[Alexandre Cunha];[If I Had Eyes];5;2023-10-24
[Alexandre Cunha];[If I Had Possession Over Judgement Day];5;2025-05-21
[Alexandre Cunha];[If I Were a Boy];5;2024-11-29
[Alexandre Cunha];[If Not for You];6;2025-04-07
[Alexandre Cunha];[If We Hold On Together];8;2025-06-05
[Alexandre Cunha];[If You Asked Me To];5;2024-03-17
[Alexandre Cunha];[If You Can't Say No];8;2025-09-08
[Alexandre Cunha];[If You Want Me to Stay];5;2023-02-24
[Alexandre Cunha];[Ill Wind];7;2021-06-28
[Alexandre Cunha];[Imitation of Life];9;2024-03-20
[Alexandre Cunha];[Immortality];5;2021-09-20
[Alexandre Cunha];[In And Out Of Love];5;2022-08-30
[Alexandre Cunha];[In Bloom];5;2024-04-29
[Alexandre Cunha];[In Case];7;2024-08-15
[Alexandre Cunha];[In Common];9;2021-01-02
[Alexandre Cunha];[In God's Country];8;2025-11-20
[Alexandre Cunha];[In My Bed];6;2022-05-15
[Alexandre Cunha];[In My Time of Dying];10;2023-02-20
[Alexandre Cunha];[In These Arms];6;2022-04-12
[Alexandre Cunha];[In the Evening];5;2023-09-04
[Alexandre Cunha];[In the Flesh];8;2021-07-01
[Alexandre Cunha];[Inaudible Melodies];5;2021-05-29
[Alexandre Cunha];[Indifference];5;2024-01-23
[Alexandre Cunha];[Infatuation];5;2022-06-03
[Alexandre Cunha];[Insensatez];9;2022-01-29
[Alexandre Cunha];[Inside My Head];10;2021-05-09
[Alexandre Cunha];[Insignificance];8;2024-08-15
[Alexandre Cunha];[Interplanetary Party];8;2024-09-01
[Alexandre Cunha];[Intro / Stronger Than Me];5;2021-06-16
[Alexandre Cunha];[Invaders];5;2023-10-12
[Alexandre Cunha];[Invisible Kid];5;2024-07-03
[Alexandre Cunha];[Invisible Touch];6;2022-12-18
[Alexandre Cunha];[Iron Maiden];5;2023-01-21
[Alexandre Cunha];[Ironic];8;2023-12-31
[Alexandre Cunha];[Irreplaceable];10;2022-10-22
[Alexandre Cunha];[Is It Any Wonder?];10;2025-01-01
[Alexandre Cunha];[Isaac];9;2024-02-20
[Alexandre Cunha];[Isis];9;2021-02-16
[Alexandre Cunha];[Islands in the Stream];10;2021-02-07
[Alexandre Cunha];[It Ain't Easy];5;2022-10-13
[Alexandre Cunha];[It Happened Today];5;2023-11-27
[Alexandre Cunha];[It Never Rains];6;2024-10-20
[Alexandre Cunha];[It's All Understood];6;2025-03-20
[Alexandre Cunha];[It's Alright];6;2021-05-29
[Alexandre Cunha];[It's Alright];5;2023-12-20
[Alexandre Cunha];[It's Electric];5;2025-08-30
[Alexandre Cunha];[It's Like That];9;2022-07-18
[Alexandre Cunha];[It's My Life];5;2025-09-18
[Alexandre Cunha];[It's My Own Fault];10;2023-08-14
[Alexandre Cunha];[It's Now or Never];5;2024-01-07
[Alexandre Cunha];[It's Your Life];9;2022-05-13
[Alexandre Cunha];[It's a Sin];5;2021-06-17
[Alexandre Cunha];[Jaded];5;2023-12-13
[Alexandre Cunha];[Jah Live];5;2021-12-02
[Alexandre Cunha];[Jailbait];5;2025-04-25
[Alexandre Cunha];[Jam];5;2021-10-07
[Alexandre Cunha];[James Dean];10;2024-11-02
[Alexandre Cunha];[Japanese to English];7;2025-02-12
[Alexandre Cunha];[Jealous];5;2020-10-18
[Alexandre Cunha];[Jealousy];10;2024-02-16
[Alexandre Cunha];[Jeepers Creepers];9;2024-08-24
[Alexandre Cunha];[Jeremy];5;2024-11-09
[Alexandre Cunha];[Jesus Walks];8;2024-12-05
[Alexandre Cunha];[Jingle Bells];9;2021-08-25
[Alexandre Cunha];[Jingo];8;2020-11-22
[Alexandre Cunha];[Jive Talkin'];5;2020-10-21
[Alexandre Cunha];[Joanne];5;2022-07-19
[Alexandre Cunha];[Johnny Was];5;2022-11-09
[Alexandre Cunha];[Jokerman];5;2020-11-16
[Alexandre Cunha];[Journey To The Center Of The Mind];5;2024-11-26
[Alexandre Cunha];[Journeyman];9;2024-07-24
[Alexandre Cunha];[Judas];5;2024-01-25
[Alexandre Cunha];[Judge Not];5;2025-12-07
[Alexandre Cunha];[Judy Is a Punk];6;2023-09-09
[Alexandre Cunha];[Jungle Man];5;2021-07-10
[Alexandre Cunha];[Just];8;2024-12-21
[Alexandre Cunha];[Just A Lil Bit];5;2025-12-10
[Alexandre Cunha];[Just Breathe];5;2021-09-10
[Alexandre Cunha];[Just Good Friends];9;2024-05-28
[Alexandre Cunha];[Just Like Tom Thumb's Blues];5;2023-01-10
[Alexandre Cunha];[Karma];7;2025-04-06
[Alexandre Cunha];[Kashmir];5;2025-04-06
[Alexandre Cunha];[Katy Song];5;2022-07-03
[Alexandre Cunha];[Keep the Faith];5;2021-08-08
[Alexandre Cunha];[Keeps Gettin' Better];5;2023-04-02
[Alexandre Cunha];[Kentucky Rain];7;2025-09-13
[Alexandre Cunha];[Kid A];5;2024-01-14
[Alexandre Cunha];[Killer Cars];5;2024-11-15
[Alexandre Cunha];[Killers];5;2022-04-15
[Alexandre Cunha];[Killing Time];8;2023-07-06
[Alexandre Cunha];[Kinetic];5;2024-09-04
[Alexandre Cunha];[King Creole];8;2024-09-01
[Alexandre Cunha];[King Kong Song];6;2024-10-03
[Alexandre Cunha];[King Of The Night Time World];5;2023-03-19
[Alexandre Cunha];[Kiss It Better];5;2022-08-01
[Alexandre Cunha];[Kiss of Fire];6;2024-02-22
[Alexandre Cunha];[Kisses Don't Lie];10;2025-07-08
[Alexandre Cunha];[Kite];8;2025-07-18
[Alexandre Cunha];[Kitten Moon];10;2025-06-14
[Alexandre Cunha];[Knives Out];5;2021-05-03
[Alexandre Cunha];[Knock Me Down];5;2023-09-22
[Alexandre Cunha];[Knockin' On Heaven's Door];7;2023-05-09
[Alexandre Cunha];[Knockin' on Heaven's Door];10;2021-07-19
[Alexandre Cunha];[Knowing Me];5;2023-02-25
[Alexandre Cunha];[L.A.];8;2025-03-17
[Alexandre Cunha];[La Isla Bonita];5;2021-02-01
[Alexandre Cunha];[La La Land];9;2023-09-26
[Alexandre Cunha];[Lake Of Fire];5;2020-10-22
[Alexandre Cunha];[Last Exit];5;2022-11-09
[Alexandre Cunha];[Last Kiss];5;2021-07-08
[Alexandre Cunha];[Last Night When We Were Young];10;2023-11-25
[Alexandre Cunha];[Late];5;2021-02-06
[Alexandre Cunha];[Late in the Evening];9;2020-12-12
[Alexandre Cunha];[Laughing];5;2025-10-16
[Alexandre Cunha];[Lay Lady Lay];8;2023-07-20
[Alexandre Cunha];[Leave Me Alone];6;2020-08-28
[Alexandre Cunha];[Lemon];5;2025-06-27
[Alexandre Cunha];[Leopard-Skin Pill-Box Hat];6;2024-02-16
[Alexandre Cunha];[Leper Messiah];6;2025-12-12
[Alexandre Cunha];[Les Boys];5;2025-09-12
[Alexandre Cunha];[Less Than a Pearl];5;2021-01-14
[Alexandre Cunha];[Let It Be Sung];5;2025-09-17
[Alexandre Cunha];[Let It Grow];5;2024-07-16
[Alexandre Cunha];[Let It Snow];8;2022-06-27
[Alexandre Cunha];[Let It Snow! Let It Snow! Let It Snow!];5;2021-03-15
[Alexandre Cunha];[Let Love Rule];5;2026-01-01
[Alexandre Cunha];[Let Me Live];5;2021-03-06
[Alexandre Cunha];[Let There Be Love];5;2023-09-18
[Alexandre Cunha];[Let the Good Times Roll];5;2022-09-22
[Alexandre Cunha];[Let's Dance];5;2024-01-09
[Alexandre Cunha];[Let's Get It Up];5;2024-12-19
[Alexandre Cunha];[Lewis (Mistreated)];10;2023-09-28
[Alexandre Cunha];[Liberian Girl];6;2025-11-26
[Alexandre Cunha];[Lick It Up];6;2024-11-11
[Alexandre Cunha];[Life Won't Wait];5;2023-01-29
[Alexandre Cunha];[Lifelines];8;2023-01-07
[Alexandre Cunha];[Light Inside];7;2025-08-27
[Alexandre Cunha];[Light Years];5;2024-02-17
[Alexandre Cunha];[Lightning Strikes Twice];7;2025-09-09
[Alexandre Cunha];[Lightweight];6;2021-06-22
[Alexandre Cunha];[Like An Angel Passing Through My Room];6;2021-11-09
[Alexandre Cunha];[Like I Do];9;2025-03-18
[Alexandre Cunha];[Like Spinning Plates];5;2021-10-27
[Alexandre Cunha];[Like You'll Never See Me Again];10;2025-05-22
[Alexandre Cunha];[Like a Prayer];5;2022-06-06
[Alexandre Cunha];[Like a Rolling Stone];9;2022-01-31
[Alexandre Cunha];[Line Up];8;2021-04-11
[Alexandre Cunha];[Listen];8;2022-05-25
[Alexandre Cunha];[Little James];5;2022-05-07
[Alexandre Cunha];[Little Love];6;2025-11-17
[Alexandre Cunha];[Little Miss Lover];5;2020-08-23
[Alexandre Cunha];[Little Wing];8;2023-08-23
[Alexandre Cunha];[Live];9;2025-12-19
[Alexandre Cunha];[Live Forever];5;2022-09-03
[Alexandre Cunha];[Live and Let Die];7;2021-02-28
[Alexandre Cunha];[Live to Win];5;2023-05-31
[Alexandre Cunha];[Lively Up Yourself];5;2025-01-20
[Alexandre Cunha];[Locomotive (Complicity)];5;2023-10-22
[Alexandre Cunha];[Lolita];5;2021-04-01
[Alexandre Cunha];[London By Night];7;2021-03-18
[Alexandre Cunha];[Lonesome Day Blues];5;2022-07-01
[Alexandre Cunha];[Long Hot Summer Night];5;2024-04-26
[Alexandre Cunha];[Long Long Journey];5;2023-11-07
[Alexandre Cunha];[Long Road];5;2021-12-13
[Alexandre Cunha];[Look Around];5;2022-02-16
[Alexandre Cunha];[Looking For Someone];9;2024-12-20
[Alexandre Cunha];[Lord of Light];5;2024-10-25
[Alexandre Cunha];[Lord of the Flies];5;2025-01-21
[Alexandre Cunha];[Los Endos];7;2021-05-30
[Alexandre Cunha];[Losers' Ballet];7;2025-01-18
[Alexandre Cunha];[Losing Grip];5;2022-05-29
[Alexandre Cunha];[Losing Hope];5;2025-12-01
[Alexandre Cunha];[Lost];10;2024-05-15
[Alexandre Cunha];[Lost!];8;2023-08-22
[Alexandre Cunha];[Lost?];7;2023-05-26
[Alexandre Cunha];[Lotus Flower];5;2021-05-09
[Alexandre Cunha];[Louder Than Words];8;2022-10-06
[Alexandre Cunha];[Lounge Act];5;2025-08-30
[Alexandre Cunha];[Love Boat Captain];7;2022-11-25
[Alexandre Cunha];[Love Comes Quickly];9;2022-05-11
[Alexandre Cunha];[Love Comes Tumbling];5;2025-03-21
[Alexandre Cunha];[Love For Sale];7;2022-06-16
[Alexandre Cunha];[Love Gun];5;2020-11-06
[Alexandre Cunha];[Love Hangover];5;2026-01-18
[Alexandre Cunha];[Love Hungry Man];7;2024-02-05
[Alexandre Cunha];[Love Is Blindness];5;2024-02-21
[Alexandre Cunha];[Love Is Here to Stay];6;2025-08-02
[Alexandre Cunha];[Love Is My Disease];7;2020-09-23
[Alexandre Cunha];[Love Lockdown];5;2024-04-08
[Alexandre Cunha];[Love Me Tender];10;2020-09-24
[Alexandre Cunha];[Love Revolution];9;2021-02-18
[Alexandre Cunha];[Love Sick];9;2023-11-08
[Alexandre Cunha];[Love Takes Time];9;2022-10-16
[Alexandre Cunha];[Love Will Save the Day];7;2022-03-10
[Alexandre Cunha];[Love for All Seasons];10;2021-05-29
[Alexandre Cunha];[Love of My Life];5;2021-06-17
[Alexandre Cunha];[Love to Love You Baby];6;2023-01-01
[Alexandre Cunha];[Love's Been Good To Me];5;2021-06-12
[Alexandre Cunha];[Loves Me Like a Rock];9;2024-09-06
[Alexandre Cunha];[Lovetown];5;2022-10-02
[Alexandre Cunha];[Low];5;2024-05-01
[Alexandre Cunha];[Low Light];5;2021-03-29
[Alexandre Cunha];[Loyalty];10;2021-03-22
[Alexandre Cunha];[Lucifer Sam];5;2024-03-05
[Alexandre Cunha];[Lukin];5;2023-07-13
[Alexandre Cunha];[Lullaby For The Summer];6;2022-10-05
[Alexandre Cunha];[Luv Lies];10;2023-11-15
[Alexandre Cunha];[Lyla];5;2021-09-04
[Alexandre Cunha];[MFC];5;2021-02-18
[Alexandre Cunha];[MIA];8;2025-02-24
[Alexandre Cunha];[MLK];6;2020-10-30
[Alexandre Cunha];[Mack the Knife];5;2022-04-27
[Alexandre Cunha];[Mad House];10;2025-06-22
[Alexandre Cunha];[Mad World];8;2023-02-04
[Alexandre Cunha];[Madagascar];5;2025-02-17
[Alexandre Cunha];[Magic];10;2023-08-24
[Alexandre Cunha];[Magic Pie];6;2025-09-17
[Alexandre Cunha];[Magic Touch];5;2023-06-28
[Alexandre Cunha];[Magnificent];9;2022-11-26
[Alexandre Cunha];[Maid Of Bond Street];7;2024-04-08
[Alexandre Cunha];[Main Theme];5;2023-07-17
[Alexandre Cunha];[Make It];8;2022-06-22
[Alexandre Cunha];[Mama Kin];5;2023-02-07
[Alexandre Cunha];[Mama Said];6;2024-11-19
[Alexandre Cunha];[Man in the Mirror];9;2021-01-21
[Alexandre Cunha];[Man of Constant Sorrow];6;2022-02-23
[Alexandre Cunha];[Many Men (Wish Death)];5;2023-08-14
[Alexandre Cunha];[Many Too Many];9;2021-08-19
[Alexandre Cunha];[Marble Halls];10;2021-07-02
[Alexandre Cunha];[March Of The Celts];5;2023-06-10
[Alexandre Cunha];[Maria Maria];5;2024-09-18
[Alexandre Cunha];[Marooned];5;2024-10-23
[Alexandre Cunha];[Mary Ann];9;2021-01-05
[Alexandre Cunha];[Mas];10;2023-02-21
[Alexandre Cunha];[Massachusetts];5;2021-12-17
[Alexandre Cunha];[Master of Puppets];8;2024-01-09
[Alexandre Cunha];[May This Be Love];10;2023-10-14
[Alexandre Cunha];[Me];5;2020-10-04
[Alexandre Cunha];[Me & My Friends];6;2025-11-22
[Alexandre Cunha];[Me Deixa];6;2024-11-14
[Alexandre Cunha];[Me and Bobby McGee];5;2021-11-03
[Alexandre Cunha];[Medicine Bottle];5;2021-05-30
[Alexandre Cunha];[Meet Me in the Morning];10;2022-06-06
[Alexandre Cunha];[Melt My Heart To Stone (Live At Hotel Cafe)];7;2024-06-13
[Alexandre Cunha];[Memories Fade];5;2024-12-27
[Alexandre Cunha];[Merry Christmas (I Don't Want to Fight Tonight)];9;2022-05-18
[Alexandre Cunha];[Mess Around];8;2022-03-19
[Alexandre Cunha];[Metropolis];10;2025-11-19
[Alexandre Cunha];[Mexican Seafood];10;2023-12-22
[Alexandre Cunha];[Midnight];6;2023-08-07
[Alexandre Cunha];[Midnight to Midnight];10;2021-05-11
[Alexandre Cunha];[Migra];5;2024-02-02
[Alexandre Cunha];[Milk Cow Blues];10;2022-10-18
[Alexandre Cunha];[Million Dollar Bash];5;2022-05-11
[Alexandre Cunha];[Million Dollar Bill];5;2022-06-16
[Alexandre Cunha];[Million Dollar Man];5;2024-12-07
